0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,
0,0,6,0,0,0,0,0,4,4,3,3,3,3,3,3,3,4,0,0,0,0,0,0,0,
0,0,6,0,0,0,0,0,4,4,3,3,3,3,3,3,3,4,0,0,0,0,0,0,0,
0,0,6,0,0,0,0,0,4,4,3,3,7,7,7,3,3,4,0,0,0,0,0,0,0,
0,0,6,0,0,0,0,0,4,4,3,3,7,3,7,3,3,4,0,0,0,0,0,0,0,
0,0,6,0,0,0,0,0,4,4,3,3,7,3,7,3,3,4,0,0,0,0,0,0,0,
0,0,6,0,0,0,0,0,4,4,3,3,7,3,7,3,3,4,0,0,0,0,0,0,0,
0,0,6,0,0,0,0,0,4,7,6,6,6,6,6,6,6,4,0,0,0,0,0,0,0,
0,0,6,0,0,0,0,0,4,7,6,6,6,6,6,6,6,4,0,0,0,0,0,0,0,
0,0,6,0,0,0,0,0,4,7,6,6,6,6,6,6,6,4,0,0,0,0,0,0,0,
0,0,6,6,6,6,6,6,6,7,6,6,6,6,6,6,6,4,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,4,7,6,6,6,6,6,6,6,4,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,4,7,6,6,6,6,6,6,6,4,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,4,7,6,6,6,6,6,6,6,4,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,4,7,6,6,6,6,6,6,6,4,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
